Seed,Theta,A,Cost
23,4.0,1,"[20300.0, 30308.0, 36228.0, 38860.0, 39748.0, 39944.0, 39984.0, 39996.0]"
23,4.1,1,"[20639.399999999998, 31229.699999999997, 37260.799999999996, 39913.5, 40729.399999999994, 40967.2]"
23,4.199999999999999,1,"[21151.199999999997, 31520.999999999996, 37921.799999999996, 40655.99999999999, 41659.799999999996, 41932.799999999996, 41995.799999999996]"
23,4.299999999999999,1,"[21259.199999999993, 31953.299999999992, 38721.49999999999, 41748.69999999999, 42763.49999999999, 42935.49999999999, 42982.79999999999, 42995.69999999999]"
23,4.399999999999999,1,"[21894.399999999994, 32960.39999999999, 39450.39999999999, 42600.79999999999, 43722.79999999999, 43960.39999999999, 43982.39999999999]"
23,4.499999999999998,1,"[22621.499999999993, 33619.499999999985, 40369.499999999985, 43712.999999999985, 44702.999999999985, 44950.499999999985, 44995.499999999985]"
23,4.599999999999998,1,"[23160.99999999999, 34647.19999999998, 41583.99999999998, 44688.99999999998, 45668.79999999998, 45917.199999999975, 45976.99999999998, 45986.199999999975, 45995.39999999998]"
23,4.6999999999999975,1,"[23471.79999999999, 35259.39999999998, 42459.79999999998, 45730.99999999998, 46717.99999999998, 46934.199999999975, 46995.299999999974]"
23,4.799999999999997,1,"[24038.399999999987, 36148.79999999998, 43526.39999999997, 46703.99999999997, 47735.99999999997, 47951.99999999997, 47985.59999999997]"
23,4.899999999999997,1,"[24749.899999999983, 36882.299999999974, 44266.59999999997, 47578.99999999997, 48725.59999999997, 48955.899999999965]"
23,4.9999999999999964,1,"[25064.99999999998, 37449.99999999997, 45009.99999999997, 48524.99999999996, 49654.99999999996, 49984.99999999996]"
