Seed,Theta,A,Payoff
26,4.0,1,"[22563.75, 34037.59999999999, 40706.975000000006, 43717.575000000004, 44694.225, 44919.075, 44986.5]"
26,4.1,1,"[22899.274999999998, 34321.55, 41323.5, 44592.825000000004, 45687.05, 45903.4, 45972.40000000001, 45995.40000000001]"
26,4.199999999999999,1,"[24008.675, 35794.8, 42873.45, 45792.475, 46736.95, 46962.4, 46995.3]"
26,4.299999999999999,1,"[23937.85, 35914.94999999999, 43286.59999999999, 46617.97499999998, 47726.69999999998, 47951.99999999998, 47975.999999999985, 47995.19999999998]"
26,4.399999999999999,1,"[24284.824999999993, 36842.774999999994, 44286.874999999985, 47598.749999999985, 48764.874999999985, 48965.69999999998]"
26,4.499999999999998,1,"[24906.249999999993, 37550.874999999985, 45225.34999999999, 48650.44999999999, 49655.149999999994, 49905.149999999994, 49959.92499999999, 49995.075]"
26,4.599999999999998,1,"[24950.299999999992, 37373.44999999998, 45237.74999999997, 48934.574999999975, 50454.674999999974, 50918.47499999997, 50989.799999999974]"
26,4.6999999999999975,1,"[25853.69999999999, 38942.44999999998, 46934.47499999998, 50554.62499999996, 51708.87499999997, 51963.59999999996, 51994.79999999996]"
26,4.799999999999997,1,"[26000.67499999999, 39289.59999999998, 47621.09999999998, 51373.049999999974, 52555.02499999997, 52894.149999999965, 52989.47499999996]"
26,4.899999999999997,1,"[27142.674999999985, 40603.87499999998, 48752.39999999998, 52359.59999999998, 53589.97499999998, 53919.14999999998, 53994.59999999998]"
26,4.9999999999999964,1,"[27223.89999999998, 40798.34999999998, 49098.574999999975, 53158.27499999997, 54625.774999999965, 54928.424999999974, 54983.49999999997]"
