Seed,Theta,A,Social_Welfare
24,4.0,1,"[2528.375, 3798.4749999999985, 4537.350000000006, 4874.725000000006, 4972.2249999999985, 4992.925000000003, 4997.425000000003]"
24,4.1,1,"[2524.0750000000007, 3786.9000000000015, 4533.825000000004, 4863.500000000007, 4969.650000000016, 4994.575000000012, 4998.650000000009, 4999.575000000012]"
24,4.199999999999999,1,"[2470.475000000002, 3750.350000000002, 4526.300000000003, 4860.800000000003, 4971.0, 4994.000000000007, 4999.000000000015, 4999.500000000007]"
24,4.299999999999999,1,"[2505.5000000000036, 3738.7999999999993, 4521.875, 4865.599999999984, 4962.499999999993, 4987.274999999987, 4996.999999999993, 4998.499999999985]"
24,4.399999999999999,1,"[2503.2249999999985, 3741.949999999997, 4511.4749999999985, 4858.6500000000015, 4964.6500000000015, 4994.575000000004]"
24,4.499999999999998,1,"[2477.8499999999985, 3720.850000000006, 4474.5250000000015, 4842.300000000003, 4955.650000000009, 4989.575000000012, 4998.075000000004]"
24,4.599999999999998,1,"[2504.574999999997, 3789.449999999997, 4538.25, 4866.4499999999825, 4970.249999999993, 4997.574999999997]"
24,4.6999999999999975,1,"[2490.400000000005, 3750.425000000003, 4521.874999999993, 4862.299999999996, 4965.924999999996, 4990.849999999984, 4998.424999999981]"
24,4.799999999999997,1,"[2536.75, 3791.0750000000044, 4527.8499999999985, 4855.150000000009, 4962.5999999999985, 4991.1500000000015, 4998.7249999999985, 4999.574999999997]"
24,4.899999999999997,1,"[2505.925000000003, 3742.0, 4499.80000000001, 4840.6500000000015, 4962.650000000009, 4992.000000000007, 4999.42500000001]"
24,4.9999999999999964,1,"[2468.0499999999993, 3703.0250000000015, 4482.5250000000015, 4842.850000000013, 4960.000000000007, 4992.500000000007, 4998.000000000007]"
