Seed,Theta,A,Social_Welfare
34,4.0,1,"[2524.3499999999985, 3742.024999999994, 4503.9749999999985, 4835.300000000003, 4964.7249999999985, 4995.1500000000015, 4999.5]"
34,4.1,1,"[2508.050000000003, 3752.300000000003, 4503.200000000004, 4843.375, 4973.000000000007, 4997.500000000007]"
34,4.199999999999999,1,"[2499.225000000002, 3752.149999999998, 4525.100000000006, 4851.225000000006, 4962.0, 4995.500000000007, 4999.500000000007]"
34,4.299999999999999,1,"[2508.0750000000007, 3730.3250000000044, 4460.924999999996, 4832.94999999999, 4958.774999999994, 4989.924999999988, 4996.499999999993, 4998.999999999993]"
34,4.399999999999999,1,"[2479.650000000005, 3736.8499999999985, 4512.375000000007, 4854.674999999996, 4968.2249999999985, 4995.499999999993, 4999.0]"
34,4.499999999999998,1,"[2488.75, 3715.1500000000015, 4491.975000000006, 4844.325000000012, 4965.42500000001, 4990.350000000006, 4998.225000000006, 4999.575000000012]"
34,4.599999999999998,1,"[2507.925000000003, 3756.100000000006, 4509.824999999997, 4858.32499999999, 4969.874999999993, 4998.5]"
34,4.6999999999999975,1,"[2463.675000000003, 3731.8750000000073, 4511.25, 4863.44999999999, 4972.299999999988, 4996.999999999985, 4999.499999999985]"
34,4.799999999999997,1,"[2511.4500000000044, 3773.125, 4524.5999999999985, 4844.7750000000015, 4956.200000000004, 4987.149999999987, 4997.574999999997, 4999.0, 4999.5]"
34,4.899999999999997,1,"[2464.100000000002, 3707.4000000000015, 4490.675000000003, 4848.17500000001, 4961.125000000015, 4995.000000000007, 4999.500000000007]"
34,4.9999999999999964,1,"[2514.7500000000036, 3776.925000000003, 4531.7750000000015, 4856.625000000007, 4970.275000000009, 4993.125000000007, 4998.05000000001, 4999.750000000007]"
