Seed,Theta,A,Payoff
20,4.0,1,"[22098.600000000002, 33196.975, 40351.799999999996, 43587.600000000006, 44649.375, 44910.0, 44982.075]"
20,4.1,1,"[23225.825, 34602.15, 41689.75, 44795.25, 45747.07500000001, 45963.20000000001, 45995.40000000001]"
20,4.199999999999999,1,"[23861.549999999996, 35799.399999999994, 42628.84999999999, 45702.875, 46755.875, 46962.35]"
20,4.299999999999999,1,"[24100.524999999994, 36105.549999999996, 43348.42499999999, 46613.17499999998, 47596.64999999998, 47899.34999999998, 47976.22499999998, 47995.27499999998]"
20,4.399999999999999,1,"[24187.34999999999, 36025.399999999994, 43821.22499999999, 47388.42499999999, 48574.14999999998, 48902.07499999998, 48990.19999999998]"
20,4.499999999999998,1,"[25110.274999999994, 37590.02499999999, 45091.19999999998, 48540.79999999999, 49590.47499999999, 49895.399999999994, 49980.075, 49994.99999999999]"
20,4.599999999999998,1,"[25413.19999999999, 38174.44999999998, 45813.62499999997, 49378.34999999998, 50612.62499999997, 50954.09999999998]"
20,4.6999999999999975,1,"[26139.24999999999, 39270.499999999985, 47324.64999999997, 50705.49999999997, 51667.22499999996, 51932.17499999996, 51989.44999999995]"
20,4.799999999999997,1,"[26531.149999999987, 39680.724999999984, 47679.049999999974, 51399.924999999974, 52613.69999999997, 52910.12499999997, 52989.399999999965]"
20,4.899999999999997,1,"[26890.42499999999, 40428.99999999998, 48458.99999999997, 52223.69999999998, 53633.17499999998, 53913.89999999998, 53983.94999999998]"
20,4.9999999999999964,1,"[27449.92499999998, 41310.34999999998, 49374.24999999997, 53208.04999999997, 54516.67499999997, 54868.14999999997, 54961.424999999974]"
