Seed,Theta,A,Payoff
16,4.0,1,"[22216.300000000003, 33266.725, 40386.524999999994, 43545.775, 44639.725, 44964.15, 44991.0]"
16,4.1,1,"[22953.75, 34242.875, 41419.37500000001, 44560.65000000001, 45655.07500000001, 45935.675, 45981.750000000015, 45995.475000000006]"
16,4.199999999999999,1,"[23609.6, 35608.32499999999, 42531.47499999999, 45708.15, 46676.35, 46916.00000000001, 46985.975]"
16,4.299999999999999,1,"[24542.499999999993, 36600.32499999999, 43719.17499999999, 46762.349999999984, 47731.19999999998, 47971.27499999998]"
16,4.399999999999999,1,"[24299.975, 36641.274999999994, 44154.19999999998, 47593.77499999999, 48647.27499999998, 48912.04999999999, 48995.02499999998]"
16,4.499999999999998,1,"[25184.324999999993, 37508.64999999999, 45339.54999999999, 48624.7, 49735.22499999999, 49935.07499999999, 49989.99999999999]"
16,4.599999999999998,1,"[25530.04999999999, 38545.624999999985, 46170.12499999998, 49530.89999999998, 50653.27499999997, 50923.57499999997, 50994.97499999997]"
16,4.6999999999999975,1,"[25974.29999999999, 38677.27499999998, 46617.12499999997, 50304.649999999965, 51630.94999999997, 51937.67499999996]"
16,4.799999999999997,1,"[25933.974999999984, 39374.67499999998, 47673.99999999998, 51336.424999999974, 52602.674999999974, 52925.94999999997, 52978.94999999997, 52994.774999999965]"
16,4.899999999999997,1,"[27463.649999999983, 40914.39999999998, 49003.799999999974, 52600.72499999998, 53746.199999999975, 53967.59999999998]"
16,4.9999999999999964,1,"[27715.974999999984, 41608.299999999974, 49748.72499999998, 53509.27499999997, 54697.64999999997, 54928.72499999998, 54994.57499999997]"
