Seed,Theta,A,Social_Welfare
32,4.0,1,"[2458.7750000000015, 3726.050000000003, 4516.2249999999985, 4853.4749999999985, 4970.3499999999985, 4995.0, 4999.0]"
32,4.1,1,"[2470.324999999997, 3719.649999999994, 4507.125, 4860.6500000000015, 4968.075000000004, 4997.075000000012]"
32,4.199999999999999,1,"[2519.525000000005, 3791.675000000003, 4562.625, 4882.700000000004, 4980.1500000000015, 4996.000000000007, 4999.000000000015, 4999.500000000007]"
32,4.299999999999999,1,"[2507.4500000000007, 3760.600000000006, 4539.7249999999985, 4876.799999999996, 4976.7249999999985, 4996.57499999999, 4998.999999999993]"
32,4.399999999999999,1,"[2540.7000000000044, 3771.2750000000015, 4525.5, 4868.5, 4973.174999999996, 4995.5999999999985]"
32,4.499999999999998,1,"[2473.9500000000007, 3740.5, 4521.4000000000015, 4860.725000000006, 4967.275000000009, 4994.425000000003, 4999.5]"
32,4.599999999999998,1,"[2495.675000000003, 3751.649999999994, 4535.424999999996, 4865.774999999994, 4962.224999999991, 4992.224999999991, 4999.07499999999]"
32,4.6999999999999975,1,"[2525.5750000000007, 3777.4000000000015, 4514.424999999996, 4857.524999999994, 4972.549999999988, 4996.64999999998, 4999.14999999998, 4999.5749999999825]"
32,4.799999999999997,1,"[2478.0999999999985, 3726.225000000006, 4491.924999999996, 4848.2750000000015, 4968.074999999997, 4993.074999999997, 4997.0, 4998.6500000000015, 4999.199999999997, 4999.449999999997]"
32,4.899999999999997,1,"[2488.6749999999993, 3739.8750000000073, 4521.075000000004, 4857.625000000015, 4969.30000000001, 4995.575000000012, 4999.000000000015]"
32,4.9999999999999964,1,"[2504.1500000000015, 3779.425000000003, 4538.550000000003, 4867.200000000004, 4968.500000000007, 4994.500000000007]"
