Seed,Theta,A,Payoff
43,4.0,1,"[22018.375, 33272.05, 40134.8, 43245.2, 44559.425, 44883.025, 44982.0, 44995.575]"
43,4.1,1,"[23321.875, 34992.55, 41695.875, 44735.55, 45715.175, 45949.475000000006, 45995.40000000001]"
43,4.199999999999999,1,"[23370.374999999996, 34961.024999999994, 41936.72499999999, 45449.125, 46610.049999999996, 46934.350000000006]"
43,4.299999999999999,1,"[23683.924999999996, 35727.84999999999, 43128.749999999985, 46483.04999999999, 47649.59999999998, 47951.999999999985, 47995.19999999998]"
43,4.399999999999999,1,"[24331.249999999996, 36511.59999999999, 43983.17499999999, 47544.849999999984, 48691.374999999985, 48931.39999999998, 48985.29999999999]"
43,4.499999999999998,1,"[24930.374999999993, 37629.42499999999, 45265.374999999985, 48630.45, 49680.075, 49964.999999999985]"
43,4.599999999999998,1,"[25509.09999999999, 38178.44999999998, 45845.049999999974, 49460.549999999974, 50658.524999999965, 50928.82499999997, 50984.77499999997]"
43,4.6999999999999975,1,"[25610.09999999999, 38605.89999999999, 46457.574999999975, 50341.49999999997, 51635.92499999997, 51953.12499999996, 51994.79999999996]"
43,4.799999999999997,1,"[26489.29999999999, 39828.77499999998, 47763.299999999974, 51378.049999999974, 52597.27499999997, 52909.899999999965, 52978.79999999997, 52994.69999999997]"
43,4.899999999999997,1,"[27015.999999999985, 40813.59999999998, 48816.62499999997, 52477.64999999998, 53616.67499999998, 53924.39999999998, 53983.799999999974, 53983.799999999974, 53994.59999999998]"
43,4.9999999999999964,1,"[27539.67499999998, 41469.77499999998, 49802.42499999997, 53619.79999999997, 54719.72499999997, 54950.49999999997, 54988.99999999997]"
