Seed,Theta,A,Payoff
1,4.0,1,"[22454.625, 33798.95, 40676.175, 43663.35, 44649.15, 44936.925, 44991.0]"
1,4.1,1,"[22513.649999999998, 34380.799999999996, 41432.8, 44809.625, 45733.3, 45958.675]"
1,4.199999999999999,1,"[23844.1, 35418.85, 42468.95, 45585.625, 46628.7, 46929.50000000001, 46976.5]"
1,4.299999999999999,1,"[24153.924999999996, 36278.29999999999, 43421.39999999999, 46560.749999999985, 47645.424999999974, 47923.27499999998, 47990.39999999998]"
1,4.399999999999999,1,"[24260.049999999992, 36739.69999999998, 44310.42499999999, 47662.67499999999, 48740.374999999985, 48955.89999999998, 48995.099999999984]"
1,4.499999999999998,1,"[25045.424999999996, 37669.89999999999, 45386.22499999999, 48815.59999999999, 49700.14999999999, 49934.999999999985, 49994.999999999985]"
1,4.599999999999998,1,"[25439.82499999999, 38362.67499999998, 46226.699999999975, 49638.44999999997, 50704.34999999997, 50923.49999999997, 50984.62499999997]"
1,4.6999999999999975,1,"[25983.724999999988, 39025.39999999998, 46873.674999999974, 50455.67499999997, 51687.99999999997, 51942.79999999996, 51994.79999999996]"
1,4.799999999999997,1,"[26827.324999999986, 40104.92499999998, 48225.22499999998, 51580.12499999997, 52671.32499999997, 52936.09999999997, 52994.62499999997]"
1,4.899999999999997,1,"[27096.724999999988, 40639.19999999998, 49036.949999999975, 52514.84999999998, 53562.67499999998, 53929.799999999974]"
1,4.9999999999999964,1,"[26975.974999999984, 40671.19999999997, 49346.62499999997, 53174.44999999997, 54592.799999999974, 54961.44999999997]"
