Seed,Theta,A,Payoff
27,4.0,1,"[22424.425, 33601.725, 40478.8, 43664.475, 44662.65, 44932.5, 44986.5, 44995.5]"
27,4.1,1,"[22754.799999999996, 34181.6, 41288.95, 44730.100000000006, 45746.700000000004, 45935.450000000004, 45995.40000000001]"
27,4.199999999999999,1,"[23698.674999999996, 35579.92499999999, 42545.075, 45707.575, 46628.700000000004, 46920.4, 46985.9]"
27,4.299999999999999,1,"[24166.924999999996, 36037.774999999994, 43391.649999999994, 46670.64999999999, 47673.49999999998, 47923.44999999998, 47975.999999999985, 47995.19999999998]"
27,4.399999999999999,1,"[24465.224999999995, 36749.74999999999, 44442.649999999994, 47667.72499999999, 48730.57499999998, 48955.89999999998]"
27,4.499999999999998,1,"[24582.59999999999, 37086.74999999999, 44865.79999999999, 48454.95, 49614.999999999985, 49944.999999999985]"
27,4.599999999999998,1,"[25213.89999999999, 37969.77499999998, 45767.64999999998, 49296.824999999975, 50597.09999999997, 50923.49999999997, 50994.89999999997]"
27,4.6999999999999975,1,"[25745.04999999999, 38785.32499999998, 46570.32499999997, 50408.57499999997, 51656.79999999997, 51953.19999999996, 51994.79999999996]"
27,4.799999999999997,1,"[26625.399999999987, 39583.62499999998, 47736.299999999974, 51484.49999999998, 52576.149999999965, 52925.94999999997, 52989.39999999997]"
27,4.899999999999997,1,"[27331.374999999985, 41121.299999999974, 49205.77499999998, 52742.24999999998, 53692.424999999974, 53897.549999999974, 53973.14999999998, 53994.674999999974]"
27,4.9999999999999964,1,"[27484.274999999983, 41388.24999999997, 49627.32499999997, 53317.37499999997, 54603.99999999997, 54923.07499999997, 54983.49999999997, 54994.49999999997]"
