Generation,Cooperator Count,Interference Cost,Social Welfare
0,5076,25894.0,28030.0
1,7033,26647.5,61516.0
2,8626,17303.0,98725.0
3,9511,7414.0,137586.0
4,9876,2057.0,177017.8
5,9969,511.5,216574.2
6,9993,93.5,256162.2
7,9998,33.0,295759.0
8,9999,22.0,335358.19999999995
9,10000,0.0,374958.19999999995
