Generation,Cooperator Count,Interference Cost,Social Welfare
0,5076,27918.0,28030.0
1,7088,38984.0,61625.0
2,8657,47613.5,98878.20000000001
3,9519,52354.5,137753.40000000002
4,9884,54362.0,177208.40000000002
5,9975,54862.5,216782.2
6,9999,54994.5,256381.40000000002
7,10000,0.0,295981.4
