Seed,Theta,A,Cost
37,4.0,1,"[18744.0, 17596.0, 9136.0, 3052.0, 772.0, 92.0]"
37,4.1,1,"[19298.699999999993, 17720.200000000554, 9758.000000000438, 3288.199999999954, 893.8000000000033, 127.09999999999992, 32.800000000000004]"
37,4.199999999999999,1,"[19542.600000001716, 18526.20000000154, 9601.199999999993, 3061.7999999999715, 789.6000000000021, 121.80000000000005, 37.8, 12.599999999999998]"
37,4.299999999999999,1,"[20076.699999998236, 19216.699999998382, 9773.899999999978, 3409.9000000000424, 963.1999999999962, 103.19999999999995, 17.199999999999996]"
37,4.399999999999999,1,"[20636.00000000045, 19426.00000000005, 10344.399999999543, 3335.200000000044, 725.9999999999978, 79.19999999999999]"
37,4.499999999999998,1,"[20753.999999999996, 19709.999999999996, 10894.499999999998, 3838.4999999999995, 1034.9999999999998, 233.99999999999997, 67.49999999999999]"
37,4.599999999999998,1,"[21615.39999999926, 20479.19999999962, 10336.200000000435, 3413.199999999956, 878.6000000000028, 193.1999999999998, 41.39999999999998, 13.799999999999994]"
37,4.6999999999999975,1,"[22400.200000001976, 20571.900000001693, 10387.000000000116, 3210.099999999969, 634.5000000000003, 112.79999999999998, 32.89999999999998]"
37,4.799999999999997,1,"[22569.59999999804, 20908.799999998293, 10655.999999999845, 3604.800000000045, 1127.999999999995, 268.80000000000024, 76.79999999999995]"
37,4.899999999999997,1,"[22858.500000001066, 21653.100000000708, 11603.199999999497, 4155.200000000049, 965.2999999999968, 328.29999999999967, 97.99999999999991, 19.599999999999987]"
37,4.9999999999999964,1,"[23199.999999999996, 22274.999999999996, 11719.999999999998, 3974.9999999999995, 999.9999999999999, 174.99999999999997, 19.999999999999986]"
