Seed,Theta,A,Social_Welfare
29,4.0,1,"[2481.9249999999993, 3736.625, 4513.525, 4852.974999999999, 4965.3, 4994.0]"
29,4.1,1,"[2479.8999999998778, 3737.4499999994187, 4495.6749999995845, 4836.600000000053, 4959.6749999999965, 4990.224999999999, 4999.575]"
29,4.199999999999999,1,"[2482.8999999982734, 3729.124999998392, 4518.350000000013, 4856.300000000041, 4963.999999999997, 4992.025, 4999.15]"
29,4.299999999999999,1,"[2482.475000001752, 3709.9750000015483, 4495.875000000067, 4842.224999999944, 4965.125000000004, 4994.95]"
29,4.399999999999999,1,"[2501.4249999995372, 3745.24999999988, 4511.100000000468, 4854.199999999948, 4972.900000000002, 4995.500000000001, 4998.5, 4999.5]"
29,4.499999999999998,1,"[2480.3749999999964, 3730.524999999998, 4500.424999999997, 4852.375, 4965.975, 4995.15]"
29,4.599999999999998,1,"[2474.025000000631, 3701.925000000254, 4464.14999999951, 4816.350000000036, 4946.000000000004, 4986.15, 4995.500000000001, 4999.0]"
29,4.6999999999999975,1,"[2483.774999998117, 3761.7499999982974, 4503.749999999794, 4845.150000000054, 4955.724999999994, 4990.725, 4998.575]"
29,4.799999999999997,1,"[2501.6000000019158, 3711.2500000017426, 4476.650000000298, 4830.924999999923, 4956.575000000006, 4997.0]"
29,4.899999999999997,1,"[2520.799999998875, 3794.724999999642, 4508.025000000487, 4856.349999999948, 4968.000000000003, 4997.575, 4999.5]"
29,4.9999999999999964,1,"[2516.6749999999884, 3741.4749999999876, 4499.199999999992, 4858.124999999996, 4967.574999999999, 4994.0]"
