Seed,Theta,A,Social_Welfare
26,4.0,1,"[2507.75, 3739.4749999999985, 4503.799999999999, 4858.625, 4963.7, 4993.5, 4999.5]"
26,4.1,1,"[2489.474999999915, 3736.0749999995824, 4501.049999999555, 4854.3500000000495, 4968.874999999997, 4997.349999999999, 4999.2, 4999.2, 4999.75]"
26,4.199999999999999,1,"[2555.0749999982036, 3792.999999998421, 4565.650000000089, 4881.875000000018, 4975.0, 4995.5, 4999.0]"
26,4.299999999999999,1,"[2493.750000001757, 3759.050000001618, 4528.700000000012, 4866.049999999961, 4971.875000000002, 4992.999999999999]"
26,4.399999999999999,1,"[2478.4249999995955, 3726.524999999907, 4493.350000000466, 4840.449999999939, 4962.925000000003, 4990.35, 4999.0]"
26,4.499999999999998,1,"[2491.7499999999964, 3775.8249999999935, 4503.874999999998, 4857.7249999999985, 4968.725, 4995.65, 4999.0]"
26,4.599999999999998,1,"[2447.100000000526, 3695.6500000002998, 4457.999999999482, 4822.375000000028, 4957.875, 4991.65, 4998.575]"
26,4.6999999999999975,1,"[2485.299999998071, 3735.224999998274, 4501.649999999787, 4851.000000000055, 4969.499999999997, 4996.5, 4999.5]"
26,4.799999999999997,1,"[2451.8750000018663, 3692.500000001797, 4485.450000000275, 4842.424999999932, 4961.225000000003, 4991.5, 4996.150000000001, 4997.724999999999, 4999.575000000001]"
26,4.899999999999997,1,"[2515.2749999988773, 3724.2999999993117, 4482.475000000517, 4846.774999999957, 4968.150000000003, 4993.15, 4999.15, 4999.575]"
26,4.9999999999999964,1,"[2473.8999999999905, 3728.19999999999, 4493.349999999995, 4844.274999999997, 4958.624999999998, 4989.7, 4996.425, 4999.5]"
