Seed,Theta,A,Social_Welfare
47,4.0,1,"[2501.050000000003, 3732.25, 4481.25, 4850.375, 4965.3499999999985, 4995.925000000003]"
47,4.1,1,"[2508.2500000004547, 3750.7250000040694, 4510.275000006273, 4850.675000007272, 4958.725000007587, 4989.150000007685, 4998.075000007702, 4999.5000000077125]"
47,4.199999999999999,1,"[2537.199999997978, 3805.57499999613, 4532.374999999665, 4864.575000001598, 4968.875000002212, 4996.150000002373]"
47,4.299999999999999,1,"[2518.6250000020227, 3777.1000000038475, 4514.324999999801, 4844.899999997877, 4960.574999997196, 4990.0749999970285, 4995.574999996992, 4998.574999996985]"
47,4.399999999999999,1,"[2495.674999999108, 3752.099999995444, 4523.149999993198, 4869.524999992187, 4965.9499999919135, 4991.0749999918335, 4996.999999991815, 4998.499999991815]"
47,4.499999999999998,1,"[2476.5749999999935, 3747.2249999999985, 4509.799999999996, 4846.8499999999985, 4968.075000000004, 4993.6500000000015, 4999.5]"
47,4.599999999999998,1,"[2457.200000001045, 3721.8500000047206, 4509.425000007002, 4862.07500000803, 4963.075000008321, 4994.075000008408, 4999.000000008426]"
47,4.6999999999999975,1,"[2490.574999997858, 3748.0249999979205, 4501.500000002292, 4849.575000004326, 4959.800000004958, 4994.000000005159, 4999.500000005188]"
47,4.799999999999997,1,"[2503.1250000021682, 3750.6250000015134, 4515.874999997068, 4851.524999995105, 4967.874999994427, 4992.649999994283, 4997.574999994249, 4998.42499999424, 4999.42499999424]"
47,4.899999999999997,1,"[2473.0499999985113, 3679.4499999949985, 4438.499999992782, 4823.949999991666, 4951.649999991292, 4991.999999991174, 4997.99999999116, 4999.499999991152]"
47,4.9999999999999964,1,"[2509.774999999987, 3794.6999999999753, 4531.77499999998, 4862.324999999975, 4967.799999999981, 4991.999999999978, 4997.499999999978, 4999.499999999978]"
