Seed,Theta,A,Social_Welfare
45,4.0,1,"[2528.5750000000007, 3786.7999999999993, 4525.1, 4857.224999999999, 4965.35, 4994.0, 4999.5]"
45,4.1,1,"[2481.4999999999527, 3697.2249999996566, 4466.349999999529, 4834.425000000054, 4955.999999999997, 4988.075000000001, 4996.5, 4999.0, 4999.5]"
45,4.199999999999999,1,"[2526.5249999982298, 3766.64999999851, 4521.574999999939, 4868.500000000033, 4970.424999999997, 4994.849999999999, 4998.35, 4998.85]"
45,4.299999999999999,1,"[2474.475000001752, 3686.8500000015993, 4445.350000000253, 4836.324999999936, 4957.300000000005, 4990.724999999999, 4997.925]"
45,4.399999999999999,1,"[2530.9499999994914, 3791.925000000032, 4530.750000000438, 4872.274999999959, 4969.225000000002, 4991.575, 4998.0]"
45,4.499999999999998,1,"[2503.099999999995, 3768.5999999999985, 4533.0999999999985, 4877.449999999999, 4972.425, 4996.0]"
45,4.599999999999998,1,"[2430.825000000583, 3679.350000000428, 4466.3499999994965, 4834.60000000005, 4962.099999999997, 4991.725, 4999.0]"
45,4.6999999999999975,1,"[2463.1749999981075, 3717.94999999828, 4473.849999999742, 4820.42500000007, 4945.499999999993, 4989.0, 4996.5]"
45,4.799999999999997,1,"[2498.1500000019296, 3750.7750000017295, 4504.400000000262, 4853.924999999943, 4963.725000000002, 4989.3, 4998.575]"
45,4.899999999999997,1,"[2476.09999999898, 3738.774999999292, 4490.200000000517, 4838.874999999968, 4959.224999999999, 4993.65, 4999.575]"
45,4.9999999999999964,1,"[2523.5999999999876, 3772.524999999987, 4513.2499999999945, 4855.449999999997, 4970.499999999999, 4994.425, 4998.5, 4999.0, 4999.0]"
