Seed,Theta,A,Payoff
18,4.0,1,"[22675.2, 33898.575, 40706.9, 43596.325, 44604.375, 44914.575, 44982.075, 44995.5]"
18,4.1,1,"[23022.975, 34491.174999999996, 41358.875, 44564.9, 45687.65000000001, 45954.07500000001, 45990.8]"
18,4.199999999999999,1,"[23184.625, 35077.12499999999, 42182.44999999999, 45547.549999999996, 46675.7, 46929.575, 46985.9]"
18,4.299999999999999,1,"[24580.224999999995, 36047.29999999999, 43469.14999999999, 46646.549999999974, 47668.499999999985, 47923.12499999998, 47990.39999999998, 47995.19999999998]"
18,4.399999999999999,1,"[24426.399999999994, 36558.97499999999, 44394.07499999998, 47775.29999999999, 48760.124999999985, 48946.32499999998, 48990.27499999999]"
18,4.499999999999998,1,"[25064.549999999992, 37279.54999999999, 44849.32499999998, 48555.59999999999, 49680.07499999999, 49950.075]"
18,4.599999999999998,1,"[25544.94999999999, 38575.599999999984, 45910.34999999998, 49419.52499999998, 50643.14999999997, 50938.799999999974]"
18,4.6999999999999975,1,"[25739.19999999999, 39020.27499999999, 47148.99999999997, 50803.99999999997, 51729.82499999997, 51948.24999999996, 51994.79999999996]"
18,4.799999999999997,1,"[26511.04999999999, 39845.24999999998, 48166.699999999975, 51669.47499999998, 52687.22499999997, 52888.774999999965, 52973.649999999965, 52989.54999999997, 52989.54999999997, 52994.774999999965]"
18,4.899999999999997,1,"[26605.649999999987, 40088.74999999997, 48778.12499999998, 52471.949999999975, 53697.59999999998, 53940.59999999998, 53989.19999999998]"
18,4.9999999999999964,1,"[27628.14999999998, 40866.34999999998, 49280.59999999998, 53367.32499999997, 54659.44999999997, 54922.99999999997, 54994.49999999997]"
