Seed,Theta,A,Payoff
31,4.0,1,"[21336.7, 21589.775, 13728.15, 8052.924999999999, 5670.775, 5202.85, 5057.35, 5022.925]"
31,4.1,1,"[21743.675, 22012.1, 13895.75, 7899.85, 5635.475, 5082.825000000001]"
31,4.199999999999999,1,"[22099.6, 22297.6, 14237.4, 8362.724999999999, 5803.575000000001, 5121.5]"
31,4.299999999999999,1,"[22822.199999999997, 22476.049999999996, 14612.074999999999, 8587.75, 5829.15, 5137.05, 5016.7]"
31,4.399999999999999,1,"[23130.074999999997, 22895.97499999999, 14579.449999999997, 8367.9, 5741.65, 5088.975]"
31,4.499999999999998,1,"[23621.47499999999, 23706.47499999999, 14920.049999999996, 8369.675, 5681.375, 5122.15]"
31,4.599999999999998,1,"[23453.84999999999, 24438.84999999999, 15972.874999999995, 8442.274999999998, 5835.15, 5159.6, 5035.8]"
31,4.6999999999999975,1,"[24623.04999999999, 24298.44999999999, 15488.799999999996, 8587.574999999997, 5676.174999999999, 5095.625]"
31,4.799999999999997,1,"[25261.499999999985, 24856.274999999987, 14564.249999999995, 8233.424999999997, 5701.449999999999, 5102.6, 5018.7]"
31,4.899999999999997,1,"[25311.524999999987, 25447.424999999985, 16190.424999999994, 9273.374999999996, 6199.424999999999, 5199.45, 5019.1]"
31,4.9999999999999964,1,"[25757.974999999984, 25975.824999999983, 16262.52499999999, 9085.424999999996, 5976.999999999998, 5271.5, 5058.5]"
