Seed,Theta,A,Social_Welfare
4,4.0,1,"[2485.949999999997, 3717.925000000003, 4494.2750000000015, 4856.949999999997, 4970.300000000003, 4992.425000000003, 4998.5]"
4,4.1,1,"[2504.675000000443, 3752.3500000040767, 4529.500000006337, 4873.750000007341, 4978.875000007647, 4994.500000007698, 4999.000000007705]"
4,4.199999999999999,1,"[2529.774999997986, 3774.7999999961794, 4533.07499999967, 4861.600000001585, 4974.150000002242, 4997.000000002379, 4999.500000002394]"
4,4.299999999999999,1,"[2490.100000001985, 3787.950000003868, 4539.674999999654, 4862.449999997771, 4966.874999997162, 4992.99999999701, 4998.999999996973, 4998.999999996973, 4999.499999996973]"
4,4.399999999999999,1,"[2479.699999999146, 3763.5999999954147, 4529.424999993185, 4864.724999992206, 4968.424999991905, 4995.849999991813]"
4,4.499999999999998,1,"[2508.0749999999935, 3747.8499999999985, 4504.524999999994, 4841.199999999997, 4959.574999999997, 4992.1500000000015, 4999.5]"
4,4.599999999999998,1,"[2471.5500000010798, 3717.2000000047046, 4499.275000006972, 4828.475000007922, 4955.075000008299, 4989.850000008395, 4996.850000008417, 4997.600000008424, 4999.57500000843]"
4,4.6999999999999975,1,"[2512.1749999978238, 3754.19999999796, 4513.950000002376, 4856.250000004358, 4970.900000005029, 4993.0750000051485, 4999.000000005188]"
4,4.799999999999997,1,"[2533.2000000022126, 3817.2000000011176, 4566.1249999967695, 4882.224999994927, 4975.3499999943815, 4994.499999994267, 4999.149999994246, 4999.149999994246]"
4,4.899999999999997,1,"[2515.099999998387, 3753.749999994776, 4525.099999992541, 4849.799999991585, 4966.299999991257, 4995.149999991168, 4999.499999991152]"
4,4.9999999999999964,1,"[2501.249999999989, 3786.799999999981, 4543.27499999998, 4861.824999999975, 4971.849999999984, 4993.074999999975]"
