Seed,Theta,A,Social_Welfare
45,4.0,1,"[2528.5750000000007, 3799.324999999997, 4535.925000000003, 4857.575000000004, 4969.149999999994, 4996.5]"
45,4.1,1,"[2481.500000000382, 3716.7000000039807, 4494.5000000062355, 4846.925000007264, 4956.350000007587, 4985.500000007669, 4996.000000007705, 4999.000000007705, 4999.5000000077125]"
45,4.199999999999999,1,"[2526.5249999979897, 3773.5249999961707, 4524.049999999617, 4859.8000000015745, 4970.500000002219, 4996.925000002382, 4999.500000002394]"
45,4.299999999999999,1,"[2474.4750000019667, 3758.1000000038257, 4520.99999999976, 4863.824999997763, 4963.42499999718, 4992.074999997014, 4998.999999996973]"
45,4.399999999999999,1,"[2530.949999999004, 3772.2499999953798, 4539.2749999931475, 4879.274999992158, 4977.724999991879, 4996.499999991815, 4999.499999991807]"
45,4.499999999999998,1,"[2503.099999999995, 3765.2249999999985, 4502.149999999994, 4866.7249999999985, 4973.3499999999985, 4995.074999999997, 4999.5]"
45,4.599999999999998,1,"[2430.825000000972, 3674.1750000045868, 4480.725000006925, 4831.800000007934, 4958.800000008305, 4995.575000008415, 4999.500000008426]"
45,4.6999999999999975,1,"[2463.1749999978965, 3730.6499999978114, 4502.8750000023065, 4858.500000004373, 4971.000000005028, 4997.07500000517]"
45,4.799999999999997,1,"[2498.150000002159, 3747.3250000015396, 4504.524999997127, 4851.2999999951135, 4969.424999994415, 4991.52499999429, 4998.149999994246]"
45,4.899999999999997,1,"[2476.0999999985033, 3705.749999994914, 4467.499999992702, 4841.39999999162, 4968.624999991247, 4997.49999999116]"
45,4.9999999999999964,1,"[2523.5999999999876, 3762.724999999984, 4507.249999999978, 4834.39999999998, 4965.099999999984, 4991.299999999981, 4999.499999999978]"
