Seed,Theta,A,Cost
47,4.0,1,"[18544.0, 17460.0, 9416.0, 3504.0, 892.0, 144.0, 16.0]"
47,4.1,1,"[19331.49999999998, 18093.30000000042, 9684.200000000432, 3554.699999999948, 1016.8000000000039, 245.99999999999977, 61.500000000000014]"
47,4.199999999999999,1,"[19895.400000001777, 18307.8000000015, 9029.999999999894, 3233.999999999964, 865.2000000000029, 222.5999999999998, 46.2]"
47,4.299999999999999,1,"[20244.399999998208, 19023.199999998415, 9915.799999999954, 3431.4000000000433, 855.6999999999973, 223.6000000000002]"
47,4.399999999999999,1,"[20675.600000000464, 19439.200000000055, 10480.799999999532, 3335.200000000044, 717.1999999999979, 88.0, 35.19999999999999]"
47,4.499999999999998,1,"[20875.499999999996, 19903.499999999996, 10966.499999999998, 4139.999999999999, 958.4999999999999, 215.99999999999997, 62.99999999999999]"
47,4.599999999999998,1,"[21261.19999999937, 20810.399999999514, 11362.000000000517, 3758.1999999999493, 929.200000000003, 271.3999999999998, 45.99999999999997]"
47,4.6999999999999975,1,"[21972.50000000191, 20651.800000001705, 11162.500000000236, 4117.199999999934, 1132.700000000005, 347.7999999999995, 56.399999999999956]"
47,4.799999999999997,1,"[22511.99999999805, 21119.99999999826, 11318.399999999745, 3940.800000000058, 1084.7999999999954, 264.0000000000002, 38.39999999999998]"
47,4.899999999999997,1,"[22691.900000001016, 21682.500000000717, 11671.799999999492, 4400.200000000031, 1190.6999999999996, 460.59999999999906, 107.7999999999999, 29.399999999999984]"
47,4.9999999999999964,1,"[23444.999999999996, 21954.999999999996, 11359.999999999998, 3219.9999999999995, 834.9999999999999, 294.99999999999994, 19.999999999999986]"
